id,period_id,number,color,scraped_at
1,20250825100010740,8,RED,2025-08-25 12:26:01.072766+00
2,20250825100010741,2,RED,2025-08-25 12:26:01.072758+00
3,20250825100010742,9,GREEN,2025-08-25 12:26:01.072751+00
4,20250825100010743,6,RED,2025-08-25 12:26:01.072744+00
5,20250825100010744,3,GREEN,2025-08-25 12:26:01.072738+00
6,20250825100010745,1,GREEN,2025-08-25 12:26:01.072728+00
7,20250825100010746,7,GREEN,2025-08-25 12:26:01.072651+00
8,20250825100010730,2,RED,2025-08-25 12:19:34.003498+00
9,20250825100010731,5,VIOLET,2025-08-25 12:19:34.003492+00
10,20250825100010732,1,GREEN,2025-08-25 12:19:34.003486+00
11,20250825100010733,1,GREEN,2025-08-25 12:19:34.00348+00
12,20250825100010734,2,RED,2025-08-25 12:19:34.003474+00
13,20250825100010735,2,RED,2025-08-25 12:19:34.003468+00
14,20250825100010736,7,GREEN,2025-08-25 12:19:34.003461+00
15,20250825100010737,2,RED,2025-08-25 12:19:34.003456+00
16,20250825100010738,8,RED,2025-08-25 12:19:34.003449+00
17,20250825100010739,9,GREEN,2025-08-25 12:19:34.003425+00
18,20250825100010720,7,GREEN,2025-08-25 12:09:33.375486+00
19,20250825100010721,1,GREEN,2025-08-25 12:09:33.375479+00
20,20250825100010722,6,RED,2025-08-25 12:09:33.375473+00
21,20250825100010723,0,VIOLET,2025-08-25 12:09:33.375466+00
22,20250825100010724,0,VIOLET,2025-08-25 12:09:33.37546+00
23,20250825100010725,0,VIOLET,2025-08-25 12:09:33.375454+00
24,20250825100010726,8,RED,2025-08-25 12:09:33.375447+00
25,20250825100010727,6,RED,2025-08-25 12:09:33.375441+00
26,20250825100010728,8,RED,2025-08-25 12:09:33.375435+00
27,20250825100010729,5,VIOLET,2025-08-25 12:09:33.3754+00
28,20250825100010710,1,GREEN,2025-08-25 11:59:32.783102+00
29,20250825100010711,2,RED,2025-08-25 11:59:32.783097+00
30,20250825100010712,5,VIOLET,2025-08-25 11:59:32.783091+00
31,20250825100010713,7,GREEN,2025-08-25 11:59:32.783085+00
32,20250825100010714,6,RED,2025-08-25 11:59:32.783079+00
33,20250825100010715,1,GREEN,2025-08-25 11:59:32.783072+00
34,20250825100010716,4,RED,2025-08-25 11:59:32.783066+00
35,20250825100010717,6,RED,2025-08-25 11:59:32.78306+00
36,20250825100010718,5,VIOLET,2025-08-25 11:59:32.783054+00
37,20250825100010719,7,GREEN,2025-08-25 11:59:32.783024+00
38,20250825100010700,7,GREEN,2025-08-25 11:49:32.537046+00
39,20250825100010701,9,GREEN,2025-08-25 11:49:32.537041+00
40,20250825100010702,2,RED,2025-08-25 11:49:32.537035+00
41,20250825100010703,2,RED,2025-08-25 11:49:32.53703+00
42,20250825100010704,0,VIOLET,2025-08-25 11:49:32.537025+00
43,20250825100010705,6,RED,2025-08-25 11:49:32.53702+00
44,20250825100010706,2,RED,2025-08-25 11:49:32.537015+00
45,20250825100010707,0,VIOLET,2025-08-25 11:49:32.53701+00
46,20250825100010708,0,VIOLET,2025-08-25 11:49:32.537004+00
47,20250825100010709,7,GREEN,2025-08-25 11:49:32.536978+00
48,20250825100010690,3,GREEN,2025-08-25 11:39:31.889927+00
49,20250825100010691,0,VIOLET,2025-08-25 11:39:31.889921+00
50,20250825100010692,5,VIOLET,2025-08-25 11:39:31.889916+00
51,20250825100010693,9,GREEN,2025-08-25 11:39:31.889911+00
52,20250825100010694,7,GREEN,2025-08-25 11:39:31.889905+00
53,20250825100010695,1,GREEN,2025-08-25 11:39:31.889899+00
54,20250825100010696,7,GREEN,2025-08-25 11:39:31.889893+00
55,20250825100010697,0,VIOLET,2025-08-25 11:39:31.889887+00
56,20250825100010698,4,RED,2025-08-25 11:39:31.889881+00
57,20250825100010699,9,GREEN,2025-08-25 11:39:31.889852+00
58,20250825100010680,8,RED,2025-08-25 11:29:31.242036+00
59,20250825100010681,6,RED,2025-08-25 11:29:31.242031+00
60,20250825100010682,0,VIOLET,2025-08-25 11:29:31.242026+00
61,20250825100010683,9,GREEN,2025-08-25 11:29:31.242021+00
62,20250825100010684,0,VIOLET,2025-08-25 11:29:31.242016+00
63,20250825100010685,2,RED,2025-08-25 11:29:31.242011+00
64,20250825100010686,9,GREEN,2025-08-25 11:29:31.242006+00
65,20250825100010687,1,GREEN,2025-08-25 11:29:31.242001+00
66,20250825100010688,5,VIOLET,2025-08-25 11:29:31.241995+00
67,20250825100010689,4,RED,2025-08-25 11:29:31.241963+00
68,20250825100010670,4,RED,2025-08-25 11:19:30.63053+00
69,20250825100010671,0,VIOLET,2025-08-25 11:19:30.630525+00
70,20250825100010672,2,RED,2025-08-25 11:19:30.63052+00
71,20250825100010673,1,GREEN,2025-08-25 11:19:30.630514+00
72,20250825100010674,9,GREEN,2025-08-25 11:19:30.630509+00
73,20250825100010675,9,GREEN,2025-08-25 11:19:30.630503+00
74,20250825100010676,4,RED,2025-08-25 11:19:30.630498+00
75,20250825100010677,7,GREEN,2025-08-25 11:19:30.630492+00
76,20250825100010678,3,GREEN,2025-08-25 11:19:30.630486+00
77,20250825100010679,8,RED,2025-08-25 11:19:30.630462+00
78,20250825100010660,7,GREEN,2025-08-25 11:09:29.894853+00
79,20250825100010661,7,GREEN,2025-08-25 11:09:29.894847+00
80,20250825100010662,3,GREEN,2025-08-25 11:09:29.894841+00
81,20250825100010663,9,GREEN,2025-08-25 11:09:29.894834+00
82,20250825100010664,0,VIOLET,2025-08-25 11:09:29.894827+00
83,20250825100010665,0,VIOLET,2025-08-25 11:09:29.894821+00
84,20250825100010666,9,GREEN,2025-08-25 11:09:29.894814+00
85,20250825100010667,0,VIOLET,2025-08-25 11:09:29.894807+00
86,20250825100010668,1,GREEN,2025-08-25 11:09:29.8948+00
87,20250825100010669,0,VIOLET,2025-08-25 11:09:29.894765+00
88,20250825100010650,8,RED,2025-08-25 10:59:29.264867+00
89,20250825100010651,5,VIOLET,2025-08-25 10:59:29.264863+00
90,20250825100010652,8,RED,2025-08-25 10:59:29.264858+00
91,20250825100010653,9,GREEN,2025-08-25 10:59:29.264853+00
92,20250825100010654,6,RED,2025-08-25 10:59:29.264849+00
93,20250825100010655,9,GREEN,2025-08-25 10:59:29.264844+00
94,20250825100010656,0,VIOLET,2025-08-25 10:59:29.264838+00
95,20250825100010657,2,RED,2025-08-25 10:59:29.264833+00
96,20250825100010658,6,RED,2025-08-25 10:59:29.264828+00
97,20250825100010659,6,RED,2025-08-25 10:59:29.264808+00
98,20250825100010640,8,RED,2025-08-25 10:49:28.689285+00
99,20250825100010641,2,RED,2025-08-25 10:49:28.689279+00
100,20250825100010642,9,GREEN,2025-08-25 10:49:28.689273+00
101,20250825100010643,0,VIOLET,2025-08-25 10:49:28.689266+00
102,20250825100010644,7,GREEN,2025-08-25 10:49:28.68926+00
103,20250825100010645,1,GREEN,2025-08-25 10:49:28.689253+00
104,20250825100010646,3,GREEN,2025-08-25 10:49:28.689246+00
105,20250825100010647,7,GREEN,2025-08-25 10:49:28.68924+00
106,20250825100010648,0,VIOLET,2025-08-25 10:49:28.689233+00
107,20250825100010649,3,GREEN,2025-08-25 10:49:28.689202+00
108,20250825100010630,1,GREEN,2025-08-25 10:39:28.125348+00
109,20250825100010631,9,GREEN,2025-08-25 10:39:28.125343+00
110,20250825100010632,1,GREEN,2025-08-25 10:39:28.125337+00
111,20250825100010633,9,GREEN,2025-08-25 10:39:28.125332+00
112,20250825100010634,4,RED,2025-08-25 10:39:28.125327+00
113,20250825100010635,0,VIOLET,2025-08-25 10:39:28.125322+00
114,20250825100010636,0,VIOLET,2025-08-25 10:39:28.125316+00
115,20250825100010637,4,RED,2025-08-25 10:39:28.12531+00
116,20250825100010638,9,GREEN,2025-08-25 10:39:28.125303+00
117,20250825100010639,3,GREEN,2025-08-25 10:39:28.125277+00
118,20250825100010620,0,VIOLET,2025-08-25 10:29:27.536528+00
119,20250825100010621,2,RED,2025-08-25 10:29:27.536522+00
120,20250825100010622,6,RED,2025-08-25 10:29:27.536515+00
121,20250825100010623,2,RED,2025-08-25 10:29:27.53651+00
122,20250825100010624,8,RED,2025-08-25 10:29:27.536504+00
123,20250825100010625,1,GREEN,2025-08-25 10:29:27.536498+00
124,20250825100010626,2,RED,2025-08-25 10:29:27.536492+00
125,20250825100010627,1,GREEN,2025-08-25 10:29:27.536487+00
126,20250825100010628,1,GREEN,2025-08-25 10:29:27.53648+00
127,20250825100010629,5,VIOLET,2025-08-25 10:29:27.536455+00
128,20250825100010610,0,VIOLET,2025-08-25 10:19:26.79624+00
129,20250825100010611,6,RED,2025-08-25 10:19:26.796234+00
130,20250825100010612,1,GREEN,2025-08-25 10:19:26.796229+00
131,20250825100010613,3,GREEN,2025-08-25 10:19:26.796225+00
132,20250825100010614,0,VIOLET,2025-08-25 10:19:26.79622+00
133,20250825100010615,5,VIOLET,2025-08-25 10:19:26.796215+00
134,20250825100010616,6,RED,2025-08-25 10:19:26.796208+00
135,20250825100010617,2,RED,2025-08-25 10:19:26.796203+00
136,20250825100010618,1,GREEN,2025-08-25 10:19:26.796197+00
137,20250825100010619,7,GREEN,2025-08-25 10:19:26.796175+00
138,20250825100010600,2,RED,2025-08-25 10:09:26.095621+00
139,20250825100010601,5,VIOLET,2025-08-25 10:09:26.095615+00
140,20250825100010602,9,GREEN,2025-08-25 10:09:26.09561+00
141,20250825100010603,9,GREEN,2025-08-25 10:09:26.095604+00
142,20250825100010604,9,GREEN,2025-08-25 10:09:26.095598+00
143,20250825100010605,1,GREEN,2025-08-25 10:09:26.09559+00
144,20250825100010606,3,GREEN,2025-08-25 10:09:26.095584+00
145,20250825100010607,5,VIOLET,2025-08-25 10:09:26.095579+00
146,20250825100010608,7,GREEN,2025-08-25 10:09:26.095571+00
147,20250825100010609,1,GREEN,2025-08-25 10:09:26.095545+00
148,20250825100010590,5,VIOLET,2025-08-25 09:59:25.465541+00
149,20250825100010591,4,RED,2025-08-25 09:59:25.465536+00
150,20250825100010592,4,RED,2025-08-25 09:59:25.46553+00
151,20250825100010593,7,GREEN,2025-08-25 09:59:25.465524+00
152,20250825100010594,3,GREEN,2025-08-25 09:59:25.465519+00
153,20250825100010595,6,RED,2025-08-25 09:59:25.465513+00
154,20250825100010596,5,VIOLET,2025-08-25 09:59:25.465508+00
155,20250825100010597,7,GREEN,2025-08-25 09:59:25.465503+00
156,20250825100010598,1,GREEN,2025-08-25 09:59:25.465497+00
157,20250825100010599,4,RED,2025-08-25 09:59:25.465473+00
158,20250825100010580,8,RED,2025-08-25 09:49:24.757616+00
159,20250825100010581,7,GREEN,2025-08-25 09:49:24.757611+00
160,20250825100010582,7,GREEN,2025-08-25 09:49:24.757605+00
161,20250825100010583,7,GREEN,2025-08-25 09:49:24.757599+00
162,20250825100010584,1,GREEN,2025-08-25 09:49:24.757593+00
163,20250825100010585,0,VIOLET,2025-08-25 09:49:24.757587+00
164,20250825100010586,3,GREEN,2025-08-25 09:49:24.757581+00
165,20250825100010587,3,GREEN,2025-08-25 09:49:24.757575+00
166,20250825100010588,2,RED,2025-08-25 09:49:24.757569+00
167,20250825100010589,3,GREEN,2025-08-25 09:49:24.757546+00
168,20250825100010570,6,RED,2025-08-25 09:39:24.156692+00
169,20250825100010571,2,RED,2025-08-25 09:39:24.156688+00
170,20250825100010572,5,VIOLET,2025-08-25 09:39:24.156683+00
171,20250825100010573,9,GREEN,2025-08-25 09:39:24.156677+00
172,20250825100010574,4,RED,2025-08-25 09:39:24.156671+00
173,20250825100010575,5,VIOLET,2025-08-25 09:39:24.15666+00
174,20250825100010576,6,RED,2025-08-25 09:39:24.156654+00
175,20250825100010577,5,VIOLET,2025-08-25 09:39:24.156649+00
176,20250825100010578,7,GREEN,2025-08-25 09:39:24.156644+00
177,20250825100010579,2,RED,2025-08-25 09:39:24.156619+00
178,20250825100010560,2,RED,2025-08-25 09:29:23.554477+00
179,20250825100010561,4,RED,2025-08-25 09:29:23.554472+00
180,20250825100010562,7,GREEN,2025-08-25 09:29:23.554468+00
181,20250825100010563,5,VIOLET,2025-08-25 09:29:23.554463+00
182,20250825100010564,5,VIOLET,2025-08-25 09:29:23.554458+00
183,20250825100010565,5,VIOLET,2025-08-25 09:29:23.554453+00
184,20250825100010566,7,GREEN,2025-08-25 09:29:23.554448+00
185,20250825100010567,9,GREEN,2025-08-25 09:29:23.554443+00
186,20250825100010568,6,RED,2025-08-25 09:29:23.554438+00
187,20250825100010569,2,RED,2025-08-25 09:29:23.554416+00
188,20250825100010550,0,VIOLET,2025-08-25 09:19:23.285743+00
189,20250825100010551,3,GREEN,2025-08-25 09:19:23.285738+00
190,20250825100010552,5,VIOLET,2025-08-25 09:19:23.285733+00
191,20250825100010553,1,GREEN,2025-08-25 09:19:23.285727+00
192,20250825100010554,6,RED,2025-08-25 09:19:23.285722+00
193,20250825100010555,0,VIOLET,2025-08-25 09:19:23.285716+00
194,20250825100010556,6,RED,2025-08-25 09:19:23.285711+00
195,20250825100010557,7,GREEN,2025-08-25 09:19:23.285704+00
196,20250825100010558,5,VIOLET,2025-08-25 09:19:23.285698+00
197,20250825100010559,3,GREEN,2025-08-25 09:19:23.285671+00
198,20250825100010540,0,VIOLET,2025-08-25 09:09:23.031339+00
199,20250825100010541,9,GREEN,2025-08-25 09:09:23.031334+00
200,20250825100010542,2,RED,2025-08-25 09:09:23.031329+00
201,20250825100010543,4,RED,2025-08-25 09:09:23.031325+00
202,20250825100010544,4,RED,2025-08-25 09:09:23.03132+00
203,20250825100010545,8,RED,2025-08-25 09:09:23.031314+00
204,20250825100010546,6,RED,2025-08-25 09:09:23.031309+00
205,20250825100010547,5,VIOLET,2025-08-25 09:09:23.031304+00
206,20250825100010548,0,VIOLET,2025-08-25 09:09:23.031298+00
207,20250825100010549,9,GREEN,2025-08-25 09:09:23.031276+00
208,20250825100010530,2,RED,2025-08-25 08:59:22.344035+00
209,20250825100010531,7,GREEN,2025-08-25 08:59:22.343997+00
210,20250825100010532,0,VIOLET,2025-08-25 08:59:22.343991+00
211,20250825100010533,3,GREEN,2025-08-25 08:59:22.343985+00
212,20250825100010534,7,GREEN,2025-08-25 08:59:22.343979+00
213,20250825100010535,3,GREEN,2025-08-25 08:59:22.343973+00
214,20250825100010536,3,GREEN,2025-08-25 08:59:22.343967+00
215,20250825100010537,4,RED,2025-08-25 08:59:22.343961+00
216,20250825100010538,3,GREEN,2025-08-25 08:59:22.343954+00
217,20250825100010539,1,GREEN,2025-08-25 08:59:22.34393+00
218,20250825100010520,3,GREEN,2025-08-25 08:49:21.730244+00
219,20250825100010521,8,RED,2025-08-25 08:49:21.730239+00
220,20250825100010522,1,GREEN,2025-08-25 08:49:21.730233+00
221,20250825100010523,4,RED,2025-08-25 08:49:21.730227+00
222,20250825100010524,7,GREEN,2025-08-25 08:49:21.730221+00
223,20250825100010525,3,GREEN,2025-08-25 08:49:21.730215+00
224,20250825100010526,5,VIOLET,2025-08-25 08:49:21.730209+00
225,20250825100010527,2,RED,2025-08-25 08:49:21.730203+00
226,20250825100010528,2,RED,2025-08-25 08:49:21.730197+00
227,20250825100010529,1,GREEN,2025-08-25 08:49:21.730168+00
228,20250825100010510,7,GREEN,2025-08-25 08:39:21.092041+00
229,20250825100010511,5,VIOLET,2025-08-25 08:39:21.092036+00
230,20250825100010512,7,GREEN,2025-08-25 08:39:21.092031+00
231,20250825100010513,1,GREEN,2025-08-25 08:39:21.092024+00
232,20250825100010514,1,GREEN,2025-08-25 08:39:21.091994+00
233,20250825100010515,6,RED,2025-08-25 08:39:21.091989+00
234,20250825100010516,7,GREEN,2025-08-25 08:39:21.091982+00
235,20250825100010517,0,VIOLET,2025-08-25 08:39:21.091976+00
236,20250825100010518,9,GREEN,2025-08-25 08:39:21.091969+00
237,20250825100010519,6,RED,2025-08-25 08:39:21.091942+00
238,20250825100010500,2,RED,2025-08-25 08:29:20.49348+00
239,20250825100010501,3,GREEN,2025-08-25 08:29:20.493475+00
240,20250825100010502,4,RED,2025-08-25 08:29:20.493469+00
241,20250825100010503,7,GREEN,2025-08-25 08:29:20.493465+00
242,20250825100010504,0,VIOLET,2025-08-25 08:29:20.49346+00
243,20250825100010505,5,VIOLET,2025-08-25 08:29:20.493455+00
244,20250825100010506,0,VIOLET,2025-08-25 08:29:20.493449+00
245,20250825100010507,7,GREEN,2025-08-25 08:29:20.493444+00
246,20250825100010508,6,RED,2025-08-25 08:29:20.493438+00
247,20250825100010509,1,GREEN,2025-08-25 08:29:20.493413+00
248,20250825100010490,8,RED,2025-08-25 08:19:19.900204+00
249,20250825100010491,7,GREEN,2025-08-25 08:19:19.9002+00
250,20250825100010492,7,GREEN,2025-08-25 08:19:19.900195+00
251,20250825100010493,6,RED,2025-08-25 08:19:19.900191+00
252,20250825100010494,0,VIOLET,2025-08-25 08:19:19.900187+00
253,20250825100010495,0,VIOLET,2025-08-25 08:19:19.900182+00
254,20250825100010496,3,GREEN,2025-08-25 08:19:19.900178+00
255,20250825100010497,7,GREEN,2025-08-25 08:19:19.900171+00
256,20250825100010498,1,GREEN,2025-08-25 08:19:19.900165+00
257,20250825100010499,0,VIOLET,2025-08-25 08:19:19.900136+00
258,20250825100010480,5,VIOLET,2025-08-25 08:09:19.284958+00
259,20250825100010481,2,RED,2025-08-25 08:09:19.284953+00
260,20250825100010482,1,GREEN,2025-08-25 08:09:19.284948+00
261,20250825100010483,2,RED,2025-08-25 08:09:19.284943+00
262,20250825100010484,4,RED,2025-08-25 08:09:19.284938+00
263,20250825100010485,5,VIOLET,2025-08-25 08:09:19.284932+00
264,20250825100010486,8,RED,2025-08-25 08:09:19.284926+00
265,20250825100010487,4,RED,2025-08-25 08:09:19.284919+00
266,20250825100010488,0,VIOLET,2025-08-25 08:09:19.284913+00
267,20250825100010489,3,GREEN,2025-08-25 08:09:19.284885+00
268,20250825100010470,5,VIOLET,2025-08-25 07:59:18.485432+00
269,20250825100010471,0,VIOLET,2025-08-25 07:59:18.485426+00
270,20250825100010472,1,GREEN,2025-08-25 07:59:18.48542+00
271,20250825100010473,6,RED,2025-08-25 07:59:18.485414+00
272,20250825100010474,8,RED,2025-08-25 07:59:18.485406+00
273,20250825100010475,4,RED,2025-08-25 07:59:18.485401+00
274,20250825100010476,3,GREEN,2025-08-25 07:59:18.485393+00
275,20250825100010477,0,VIOLET,2025-08-25 07:59:18.485387+00
276,20250825100010478,8,RED,2025-08-25 07:59:18.485382+00
277,20250825100010479,9,GREEN,2025-08-25 07:59:18.485355+00
278,20250825100010460,4,RED,2025-08-25 07:49:17.72768+00
279,20250825100010461,2,RED,2025-08-25 07:49:17.727673+00
280,20250825100010462,6,RED,2025-08-25 07:49:17.727667+00
281,20250825100010463,6,RED,2025-08-25 07:49:17.72766+00
282,20250825100010464,1,GREEN,2025-08-25 07:49:17.727654+00
283,20250825100010465,7,GREEN,2025-08-25 07:49:17.727647+00
284,20250825100010466,0,VIOLET,2025-08-25 07:49:17.72764+00
285,20250825100010467,5,VIOLET,2025-08-25 07:49:17.727634+00
286,20250825100010468,0,VIOLET,2025-08-25 07:49:17.727626+00
287,20250825100010469,7,GREEN,2025-08-25 07:49:17.727594+00
288,20250825100010450,7,GREEN,2025-08-25 07:39:16.90652+00
289,20250825100010451,4,RED,2025-08-25 07:39:16.906514+00
290,20250825100010452,7,GREEN,2025-08-25 07:39:16.906508+00
291,20250825100010453,5,VIOLET,2025-08-25 07:39:16.906499+00
292,20250825100010454,5,VIOLET,2025-08-25 07:39:16.906494+00
293,20250825100010455,9,GREEN,2025-08-25 07:39:16.906488+00
294,20250825100010456,7,GREEN,2025-08-25 07:39:16.906483+00
295,20250825100010457,9,GREEN,2025-08-25 07:39:16.906478+00
296,20250825100010458,4,RED,2025-08-25 07:39:16.906472+00
297,20250825100010459,5,VIOLET,2025-08-25 07:39:16.906434+00
298,20250825100010440,9,GREEN,2025-08-25 07:29:16.599488+00
299,20250825100010441,1,GREEN,2025-08-25 07:29:16.599484+00
300,20250825100010442,2,RED,2025-08-25 07:29:16.599481+00
301,20250825100010443,5,VIOLET,2025-08-25 07:29:16.599477+00
302,20250825100010444,6,RED,2025-08-25 07:29:16.599474+00
303,20250825100010445,7,GREEN,2025-08-25 07:29:16.59947+00
304,20250825100010446,7,GREEN,2025-08-25 07:29:16.599467+00
305,20250825100010447,0,VIOLET,2025-08-25 07:29:16.599464+00
306,20250825100010448,1,GREEN,2025-08-25 07:29:16.59946+00
307,20250825100010449,0,VIOLET,2025-08-25 07:29:16.599438+00
308,20250825100010430,1,GREEN,2025-08-25 07:19:15.97838+00
309,20250825100010431,9,GREEN,2025-08-25 07:19:15.978374+00
310,20250825100010432,8,RED,2025-08-25 07:19:15.978369+00
311,20250825100010433,3,GREEN,2025-08-25 07:19:15.978363+00
312,20250825100010434,4,RED,2025-08-25 07:19:15.978356+00
313,20250825100010435,1,GREEN,2025-08-25 07:19:15.97835+00
314,20250825100010436,3,GREEN,2025-08-25 07:19:15.978344+00
315,20250825100010437,4,RED,2025-08-25 07:19:15.978336+00
316,20250825100010438,1,GREEN,2025-08-25 07:19:15.97833+00
317,20250825100010439,7,GREEN,2025-08-25 07:19:15.978302+00
318,20250825100010420,5,VIOLET,2025-08-25 07:09:15.343133+00
319,20250825100010421,9,GREEN,2025-08-25 07:09:15.343127+00
320,20250825100010422,1,GREEN,2025-08-25 07:09:15.343121+00
321,20250825100010423,9,GREEN,2025-08-25 07:09:15.343115+00
322,20250825100010424,8,RED,2025-08-25 07:09:15.343109+00
323,20250825100010425,2,RED,2025-08-25 07:09:15.3431+00
324,20250825100010426,2,RED,2025-08-25 07:09:15.343093+00
325,20250825100010427,0,VIOLET,2025-08-25 07:09:15.343087+00
326,20250825100010428,5,VIOLET,2025-08-25 07:09:15.343081+00
327,20250825100010429,1,GREEN,2025-08-25 07:09:15.343055+00
328,20250825100010410,8,RED,2025-08-25 06:59:14.729645+00
329,20250825100010411,8,RED,2025-08-25 06:59:14.729639+00
330,20250825100010412,6,RED,2025-08-25 06:59:14.72963+00
331,20250825100010413,0,VIOLET,2025-08-25 06:59:14.729623+00
332,20250825100010414,7,GREEN,2025-08-25 06:59:14.729616+00
333,20250825100010415,8,RED,2025-08-25 06:59:14.72961+00
334,20250825100010416,1,GREEN,2025-08-25 06:59:14.729602+00
335,20250825100010417,7,GREEN,2025-08-25 06:59:14.729596+00
336,20250825100010418,6,RED,2025-08-25 06:59:14.729589+00
337,20250825100010419,7,GREEN,2025-08-25 06:59:14.729561+00
338,20250825100010400,6,RED,2025-08-25 06:49:14.051639+00
339,20250825100010401,0,VIOLET,2025-08-25 06:49:14.051633+00
340,20250825100010402,1,GREEN,2025-08-25 06:49:14.051628+00
341,20250825100010403,3,GREEN,2025-08-25 06:49:14.051622+00
342,20250825100010404,3,GREEN,2025-08-25 06:49:14.051617+00
343,20250825100010405,2,RED,2025-08-25 06:49:14.051611+00
344,20250825100010406,4,RED,2025-08-25 06:49:14.051605+00
345,20250825100010407,4,RED,2025-08-25 06:49:14.051598+00
346,20250825100010408,3,GREEN,2025-08-25 06:49:14.051591+00
347,20250825100010409,1,GREEN,2025-08-25 06:49:14.051568+00
348,20250825100010390,6,RED,2025-08-25 06:39:13.313488+00
349,20250825100010391,4,RED,2025-08-25 06:39:13.31348+00
350,20250825100010392,3,GREEN,2025-08-25 06:39:13.313476+00
351,20250825100010393,9,GREEN,2025-08-25 06:39:13.313473+00
352,20250825100010394,5,VIOLET,2025-08-25 06:39:13.313469+00
353,20250825100010395,5,VIOLET,2025-08-25 06:39:13.313465+00
354,20250825100010396,1,GREEN,2025-08-25 06:39:13.313461+00
355,20250825100010397,9,GREEN,2025-08-25 06:39:13.313458+00
356,20250825100010398,7,GREEN,2025-08-25 06:39:13.313453+00
357,20250825100010399,9,GREEN,2025-08-25 06:39:13.313435+00
358,20250825100010380,3,GREEN,2025-08-25 06:29:12.641416+00
359,20250825100010381,7,GREEN,2025-08-25 06:29:12.641409+00
360,20250825100010382,8,RED,2025-08-25 06:29:12.641401+00
361,20250825100010383,4,RED,2025-08-25 06:29:12.641393+00
362,20250825100010384,0,VIOLET,2025-08-25 06:29:12.641386+00
363,20250825100010385,9,GREEN,2025-08-25 06:29:12.641377+00
364,20250825100010386,2,RED,2025-08-25 06:29:12.64137+00
365,20250825100010387,4,RED,2025-08-25 06:29:12.641365+00
366,20250825100010388,3,GREEN,2025-08-25 06:29:12.641358+00
367,20250825100010389,8,RED,2025-08-25 06:29:12.641331+00
368,20250825100010370,8,RED,2025-08-25 06:19:11.845452+00
369,20250825100010371,8,RED,2025-08-25 06:19:11.845447+00
370,20250825100010372,6,RED,2025-08-25 06:19:11.845442+00
371,20250825100010373,8,RED,2025-08-25 06:19:11.845437+00
372,20250825100010374,6,RED,2025-08-25 06:19:11.845432+00
373,20250825100010375,1,GREEN,2025-08-25 06:19:11.845426+00
374,20250825100010376,4,RED,2025-08-25 06:19:11.845419+00
375,20250825100010377,2,RED,2025-08-25 06:19:11.845413+00
376,20250825100010378,0,VIOLET,2025-08-25 06:19:11.845406+00
377,20250825100010379,8,RED,2025-08-25 06:19:11.845379+00
378,20250825100010360,7,GREEN,2025-08-25 06:09:11.062805+00
379,20250825100010361,7,GREEN,2025-08-25 06:09:11.062798+00
380,20250825100010362,6,RED,2025-08-25 06:09:11.062794+00
381,20250825100010363,7,GREEN,2025-08-25 06:09:11.062789+00
382,20250825100010364,8,RED,2025-08-25 06:09:11.062783+00
383,20250825100010365,3,GREEN,2025-08-25 06:09:11.062777+00
384,20250825100010366,4,RED,2025-08-25 06:09:11.062771+00
385,20250825100010367,5,VIOLET,2025-08-25 06:09:11.062766+00
386,20250825100010368,1,GREEN,2025-08-25 06:09:11.062762+00
387,20250825100010369,5,VIOLET,2025-08-25 06:09:11.062743+00
388,20250825100010350,6,RED,2025-08-25 05:59:10.296783+00
389,20250825100010351,1,GREEN,2025-08-25 05:59:10.296778+00
390,20250825100010352,4,RED,2025-08-25 05:59:10.296772+00
391,20250825100010353,9,GREEN,2025-08-25 05:59:10.296766+00
392,20250825100010354,3,GREEN,2025-08-25 05:59:10.29676+00
393,20250825100010355,0,VIOLET,2025-08-25 05:59:10.296753+00
394,20250825100010356,1,GREEN,2025-08-25 05:59:10.296747+00
395,20250825100010357,4,RED,2025-08-25 05:59:10.29674+00
396,20250825100010358,8,RED,2025-08-25 05:59:10.296733+00
397,20250825100010359,3,GREEN,2025-08-25 05:59:10.296707+00
398,20250825100010340,1,GREEN,2025-08-25 05:49:09.639764+00
399,20250825100010341,6,RED,2025-08-25 05:49:09.63976+00
400,20250825100010342,8,RED,2025-08-25 05:49:09.639755+00
401,20250825100010343,7,GREEN,2025-08-25 05:49:09.639749+00
402,20250825100010344,7,GREEN,2025-08-25 05:49:09.639744+00
403,20250825100010345,4,RED,2025-08-25 05:49:09.639737+00
404,20250825100010346,5,VIOLET,2025-08-25 05:49:09.639731+00
405,20250825100010347,2,RED,2025-08-25 05:49:09.639725+00
406,20250825100010348,1,GREEN,2025-08-25 05:49:09.639718+00
407,20250825100010349,7,GREEN,2025-08-25 05:49:09.639692+00
408,20250825100010330,8,RED,2025-08-25 05:39:08.957839+00
409,20250825100010331,9,GREEN,2025-08-25 05:39:08.957833+00
410,20250825100010332,5,VIOLET,2025-08-25 05:39:08.957826+00
411,20250825100010333,0,VIOLET,2025-08-25 05:39:08.95782+00
412,20250825100010334,7,GREEN,2025-08-25 05:39:08.957813+00
413,20250825100010335,3,GREEN,2025-08-25 05:39:08.957806+00
414,20250825100010336,6,RED,2025-08-25 05:39:08.9578+00
415,20250825100010337,2,RED,2025-08-25 05:39:08.957793+00
416,20250825100010338,7,GREEN,2025-08-25 05:39:08.957786+00
417,20250825100010339,8,RED,2025-08-25 05:39:08.957757+00
