id,period_id,number,color,scraped_at
12495,20250831100010426,2,RED,2025-08-31 07:05:59.901753+00
12496,20250831100010427,0,VIOLET,2025-08-31 07:06:59.89783+00
12497,20250831100010428,3,GREEN,2025-08-31 07:07:59.888034+00
12498,20250831100010429,3,GREEN,2025-08-31 07:08:59.901264+00
12499,20250831100010430,7,GREEN,2025-08-31 07:09:59.893888+00
12500,20250831100010431,8,RED,2025-08-31 07:10:59.887781+00
12501,20250831100010432,8,RED,2025-08-31 07:11:59.907401+00
12502,20250831100010433,0,VIOLET,2025-08-31 07:12:59.903776+00
12503,20250831100010434,6,RED,2025-08-31 07:13:59.884009+00
12504,20250831100010435,7,GREEN,2025-08-31 07:14:59.884791+00
12505,20250831100010436,7,GREEN,2025-08-31 07:15:59.886545+00
12506,20250831100010437,2,RED,2025-08-31 07:16:59.886035+00
12507,20250831100010438,3,GREEN,2025-08-31 07:17:59.885214+00
12508,20250831100010439,5,VIOLET,2025-08-31 07:18:59.881836+00
12509,20250831100010440,2,RED,2025-08-31 07:19:59.890578+00
12510,20250831100010441,2,RED,2025-08-31 07:20:59.886436+00
12511,20250831100010442,1,GREEN,2025-08-31 07:21:59.887463+00
12512,20250831100010443,8,RED,2025-08-31 07:22:59.884969+00
12513,20250831100010444,8,RED,2025-08-31 07:23:59.902167+00
12514,20250831100010445,0,VIOLET,2025-08-31 07:24:59.884335+00
12515,20250831100010446,1,GREEN,2025-08-31 07:25:59.914967+00
12516,20250831100010447,6,RED,2025-08-31 07:26:59.888093+00
12517,20250831100010448,4,RED,2025-08-31 07:27:59.886557+00
12518,20250831100010449,3,GREEN,2025-08-31 07:28:59.881792+00
12519,20250831100010450,4,RED,2025-08-31 07:29:59.898481+00
12520,20250831100010451,1,GREEN,2025-08-31 07:30:59.88936+00
12521,20250831100010452,8,RED,2025-08-31 07:31:59.894721+00
12522,20250831100010453,1,GREEN,2025-08-31 07:32:59.886692+00
12523,20250831100010454,2,RED,2025-08-31 07:33:59.897143+00
12524,20250831100010455,9,GREEN,2025-08-31 07:34:59.880145+00
12525,20250831100010456,2,RED,2025-08-31 07:35:59.886654+00
12526,20250831100010457,4,RED,2025-08-31 07:36:59.899054+00
12527,20250831100010458,2,RED,2025-08-31 07:37:59.892946+00
12528,20250831100010459,9,GREEN,2025-08-31 07:38:59.88063+00
12529,20250831100010460,6,RED,2025-08-31 07:39:59.902716+00
12530,20250831100010461,9,GREEN,2025-08-31 07:40:59.881995+00
12531,20250831100010462,5,VIOLET,2025-08-31 07:41:59.881381+00
12532,20250831100010463,0,VIOLET,2025-08-31 07:42:59.893888+00
12533,20250831100010464,6,RED,2025-08-31 07:43:59.892907+00
12534,20250831100010465,4,RED,2025-08-31 07:44:59.904067+00
12535,20250831100010466,2,RED,2025-08-31 07:45:59.9045+00
12536,20250831100010467,0,VIOLET,2025-08-31 07:46:59.885608+00
12537,20250831100010468,2,RED,2025-08-31 07:47:59.88934+00
12538,20250831100010469,5,VIOLET,2025-08-31 07:48:59.890891+00
12539,20250831100010470,9,GREEN,2025-08-31 07:49:59.885416+00
12540,20250831100010471,1,GREEN,2025-08-31 07:50:59.888811+00
12541,20250831100010472,8,RED,2025-08-31 07:51:59.89297+00
12542,20250831100010473,7,GREEN,2025-08-31 07:52:59.88726+00
12543,20250831100010474,7,GREEN,2025-08-31 07:53:59.892908+00
12544,20250831100010475,4,RED,2025-08-31 07:54:59.906623+00
12545,20250831100010476,7,GREEN,2025-08-31 07:55:59.909949+00
12546,20250831100010477,4,RED,2025-08-31 07:56:59.886542+00
12547,20250831100010478,6,RED,2025-08-31 07:57:59.895104+00
12548,20250831100010479,7,GREEN,2025-08-31 07:58:59.916648+00
12549,20250831100010480,5,VIOLET,2025-08-31 07:59:59.911679+00
12550,20250831100010481,8,RED,2025-08-31 08:00:59.897663+00
12551,20250831100010482,7,GREEN,2025-08-31 08:01:59.941896+00
12552,20250831100010483,2,RED,2025-08-31 08:02:59.898893+00
12553,20250831100010484,7,GREEN,2025-08-31 08:03:59.899533+00
12554,20250831100010485,1,GREEN,2025-08-31 08:04:59.908856+00
12555,20250831100010486,1,GREEN,2025-08-31 08:05:59.894196+00
12556,20250831100010487,6,RED,2025-08-31 08:06:59.893196+00
12557,20250831100010488,9,GREEN,2025-08-31 08:07:59.917281+00
12558,20250831100010489,6,RED,2025-08-31 08:08:59.880792+00
12559,20250831100010490,1,GREEN,2025-08-31 08:09:59.893111+00
12560,20250831100010491,5,VIOLET,2025-08-31 08:10:59.887957+00
12561,20250831100010492,3,GREEN,2025-08-31 08:11:59.89959+00
12562,20250831100010493,2,RED,2025-08-31 08:12:59.893109+00
12563,20250831100010494,1,GREEN,2025-08-31 08:13:59.887856+00
12564,20250831100010495,1,GREEN,2025-08-31 08:14:59.897393+00
12565,20250831100010496,4,RED,2025-08-31 08:15:59.891238+00
12566,20250831100010497,0,VIOLET,2025-08-31 08:16:59.900879+00
12567,20250831100010498,9,GREEN,2025-08-31 08:17:59.887169+00
12568,20250831100010499,9,GREEN,2025-08-31 08:18:59.907106+00
12569,20250831100010500,6,RED,2025-08-31 08:19:59.915604+00
12570,20250831100010501,9,GREEN,2025-08-31 08:20:59.882606+00
12571,20250831100010502,5,VIOLET,2025-08-31 08:21:59.881798+00
12572,20250831100010503,6,RED,2025-08-31 08:22:59.884146+00
12573,20250831100010504,4,RED,2025-08-31 08:23:59.901388+00
12574,20250831100010505,1,GREEN,2025-08-31 08:24:59.907088+00
12575,20250831100010506,2,RED,2025-08-31 08:25:59.888912+00
12576,20250831100010507,7,GREEN,2025-08-31 08:26:59.89068+00
12577,20250831100010508,8,RED,2025-08-31 08:27:59.899972+00
12578,20250831100010509,3,GREEN,2025-08-31 08:28:59.884643+00
12579,20250831100010510,8,RED,2025-08-31 08:29:59.930385+00
12580,20250831100010511,2,RED,2025-08-31 08:30:59.900864+00
12581,20250831100010512,1,GREEN,2025-08-31 08:31:59.891035+00
12582,20250831100010513,5,VIOLET,2025-08-31 08:32:59.889119+00
12583,20250831100010514,7,GREEN,2025-08-31 08:33:59.887676+00
12584,20250831100010515,3,GREEN,2025-08-31 08:34:59.884886+00
12585,20250831100010516,7,GREEN,2025-08-31 08:35:59.897949+00
12586,20250831100010517,5,VIOLET,2025-08-31 08:36:59.887485+00
12587,20250831100010518,6,RED,2025-08-31 08:37:59.904086+00
12588,20250831100010519,9,GREEN,2025-08-31 08:38:59.891958+00
12589,20250831100010520,7,GREEN,2025-08-31 08:39:59.91403+00
12590,20250831100010521,5,VIOLET,2025-08-31 08:40:59.889107+00
12591,20250831100010522,9,GREEN,2025-08-31 08:41:59.882751+00
12592,20250831100010523,1,GREEN,2025-08-31 08:42:59.893582+00
12593,20250831100010524,5,VIOLET,2025-08-31 08:43:59.894948+00
12594,20250831100010525,7,GREEN,2025-08-31 08:44:59.881851+00
12595,20250831100010526,1,GREEN,2025-08-31 08:45:59.890501+00
12596,20250831100010527,7,GREEN,2025-08-31 08:46:59.880543+00
12597,20250831100010528,3,GREEN,2025-08-31 08:47:59.89842+00
12598,20250831100010529,1,GREEN,2025-08-31 08:48:59.888334+00
12599,20250831100010530,9,GREEN,2025-08-31 08:49:59.88601+00
12600,20250831100010531,6,RED,2025-08-31 08:50:59.890315+00
12601,20250831100010532,0,VIOLET,2025-08-31 08:51:59.896183+00
12602,20250831100010533,2,RED,2025-08-31 08:52:59.904391+00
12603,20250831100010534,4,RED,2025-08-31 08:53:59.934364+00
12604,20250831100010535,0,VIOLET,2025-08-31 08:54:59.890256+00
12605,20250831100010536,7,GREEN,2025-08-31 08:55:59.892546+00
12606,20250831100010537,5,VIOLET,2025-08-31 08:56:59.908125+00
12607,20250831100010538,4,RED,2025-08-31 08:57:59.885802+00
12608,20250831100010539,2,RED,2025-08-31 08:58:59.886944+00
12609,20250831100010540,2,RED,2025-08-31 08:59:59.893446+00
12610,20250831100010541,0,VIOLET,2025-08-31 09:00:59.88356+00
12611,20250831100010542,9,GREEN,2025-08-31 09:01:59.885919+00
12612,20250831100010543,3,GREEN,2025-08-31 09:02:59.907966+00
12613,20250831100010544,6,RED,2025-08-31 09:03:59.887582+00
12614,20250831100010545,2,RED,2025-08-31 09:04:59.923243+00
12615,20250831100010546,9,GREEN,2025-08-31 09:05:59.902855+00
12616,20250831100010547,2,RED,2025-08-31 09:06:59.894806+00
12617,20250831100010548,7,GREEN,2025-08-31 09:07:59.890117+00
12618,20250831100010549,8,RED,2025-08-31 09:08:59.89737+00
12619,20250831100010550,0,VIOLET,2025-08-31 09:09:59.899729+00
12620,20250831100010551,4,RED,2025-08-31 09:10:59.899359+00
12621,20250831100010552,0,VIOLET,2025-08-31 09:11:59.885428+00
12622,20250831100010553,3,GREEN,2025-08-31 09:12:59.884938+00
12623,20250831100010554,9,GREEN,2025-08-31 09:13:59.888284+00
12624,20250831100010555,6,RED,2025-08-31 09:14:59.884798+00
12625,20250831100010556,1,GREEN,2025-08-31 09:15:59.894796+00
12626,20250831100010557,0,VIOLET,2025-08-31 09:16:59.909592+00
12627,20250831100010558,5,VIOLET,2025-08-31 09:17:59.897558+00
12628,20250831100010559,1,GREEN,2025-08-31 09:18:59.906445+00
12629,20250831100010560,0,VIOLET,2025-08-31 09:19:59.89819+00
12630,20250831100010561,1,GREEN,2025-08-31 09:20:59.909291+00
12631,20250831100010562,0,VIOLET,2025-08-31 09:21:59.895296+00
12632,20250831100010563,1,GREEN,2025-08-31 09:22:59.903025+00
12633,20250831100010564,4,RED,2025-08-31 09:23:59.892132+00
12634,20250831100010565,1,GREEN,2025-08-31 09:24:59.892145+00
12635,20250831100010566,9,GREEN,2025-08-31 09:25:59.88448+00
12636,20250831100010567,3,GREEN,2025-08-31 09:26:59.89623+00
12637,20250831100010568,6,RED,2025-08-31 09:27:59.90147+00
12638,20250831100010569,6,RED,2025-08-31 09:28:59.892477+00
12639,20250831100010570,5,VIOLET,2025-08-31 09:29:59.890266+00
12640,20250831100010571,6,RED,2025-08-31 09:30:59.906686+00
12641,20250831100010572,4,RED,2025-08-31 09:31:59.906733+00
12642,20250831100010573,0,VIOLET,2025-08-31 09:32:59.889559+00
12643,20250831100010574,6,RED,2025-08-31 09:33:59.88539+00
12644,20250831100010575,5,VIOLET,2025-08-31 09:34:59.88696+00
12645,20250831100010576,2,RED,2025-08-31 09:35:59.883609+00
12646,20250831100010577,3,GREEN,2025-08-31 09:36:59.893378+00
12647,20250831100010578,1,GREEN,2025-08-31 09:37:59.8943+00
12648,20250831100010579,9,GREEN,2025-08-31 09:38:59.908353+00
12649,20250831100010580,1,GREEN,2025-08-31 09:39:59.897086+00
12650,20250831100010581,2,RED,2025-08-31 09:40:59.909736+00
12651,20250831100010582,5,VIOLET,2025-08-31 09:41:59.904687+00
12652,20250831100010583,2,RED,2025-08-31 09:42:59.893632+00
12653,20250831100010584,9,GREEN,2025-08-31 09:43:59.896415+00
12654,20250831100010585,5,VIOLET,2025-08-31 09:44:59.887759+00
12655,20250831100010586,0,VIOLET,2025-08-31 09:45:59.918213+00
12656,20250831100010587,2,RED,2025-08-31 09:46:59.900681+00
12657,20250831100010588,8,RED,2025-08-31 09:47:59.899108+00
12658,20250831100010589,4,RED,2025-08-31 09:48:59.895512+00
12659,20250831100010590,6,RED,2025-08-31 09:49:59.89232+00
12660,20250831100010591,9,GREEN,2025-08-31 09:50:59.912008+00
12661,20250831100010592,0,VIOLET,2025-08-31 09:51:59.908858+00
12662,20250831100010593,6,RED,2025-08-31 09:52:59.89028+00
12663,20250831100010594,8,RED,2025-08-31 09:53:59.884804+00
12664,20250831100010595,6,RED,2025-08-31 09:54:59.893238+00
12665,20250831100010596,3,GREEN,2025-08-31 09:55:59.887582+00
12666,20250831100010597,7,GREEN,2025-08-31 09:56:59.8918+00
12667,20250831100010598,5,VIOLET,2025-08-31 09:57:59.883243+00
12668,20250831100010599,1,GREEN,2025-08-31 09:58:59.885553+00
12669,20250831100010600,6,RED,2025-08-31 09:59:59.891718+00
12670,20250831100010601,1,GREEN,2025-08-31 10:00:59.894283+00
12671,20250831100010602,8,RED,2025-08-31 10:01:59.892984+00
12672,20250831100010603,0,VIOLET,2025-08-31 10:02:59.907761+00
12673,20250831100010604,9,GREEN,2025-08-31 10:03:59.88767+00
12674,20250831100010605,0,VIOLET,2025-08-31 10:04:59.887051+00
12675,20250831100010606,6,RED,2025-08-31 10:05:59.885049+00
12676,20250831100010607,0,VIOLET,2025-08-31 10:06:59.897728+00
12677,20250831100010608,5,VIOLET,2025-08-31 10:07:59.881283+00
12678,20250831100010609,9,GREEN,2025-08-31 10:08:59.908643+00
12679,20250831100010610,7,GREEN,2025-08-31 10:09:59.891493+00
12680,20250831100010611,0,VIOLET,2025-08-31 10:10:59.925549+00
12681,20250831100010612,3,GREEN,2025-08-31 10:11:59.907898+00
12682,20250831100010613,8,RED,2025-08-31 10:12:59.889332+00
12683,20250831100010614,5,VIOLET,2025-08-31 10:13:59.901693+00
12684,20250831100010615,2,RED,2025-08-31 10:14:59.882784+00
12685,20250831100010616,7,GREEN,2025-08-31 10:15:59.901122+00
12686,20250831100010617,3,GREEN,2025-08-31 10:16:59.940808+00
12687,20250831100010618,3,GREEN,2025-08-31 10:17:59.897337+00
12688,20250831100010619,8,RED,2025-08-31 10:18:59.897648+00
12689,20250831100010620,2,RED,2025-08-31 10:19:59.888315+00
12690,20250831100010621,8,RED,2025-08-31 10:20:59.891429+00
12691,20250831100010622,0,VIOLET,2025-08-31 10:21:59.883625+00
12692,20250831100010623,3,GREEN,2025-08-31 10:22:59.911716+00
12693,20250831100010624,4,RED,2025-08-31 10:23:59.882139+00
12694,20250831100010625,8,RED,2025-08-31 10:24:59.888369+00
12695,20250831100010626,7,GREEN,2025-08-31 10:25:59.89154+00
12696,20250831100010627,1,GREEN,2025-08-31 10:26:59.898111+00
12697,20250831100010628,4,RED,2025-08-31 10:27:59.906682+00
12698,20250831100010629,6,RED,2025-08-31 10:28:59.898946+00
12699,20250831100010630,3,GREEN,2025-08-31 10:29:59.895675+00
12700,20250831100010631,4,RED,2025-08-31 10:30:59.892407+00
12701,20250831100010632,1,GREEN,2025-08-31 10:31:59.901895+00
12702,20250831100010633,1,GREEN,2025-08-31 10:32:59.895584+00
12703,20250831100010634,5,VIOLET,2025-08-31 10:33:59.882787+00
12704,20250831100010635,4,RED,2025-08-31 10:34:59.895105+00
12705,20250831100010636,4,RED,2025-08-31 10:35:59.902562+00
12706,20250831100010637,1,GREEN,2025-08-31 10:36:59.902989+00
12707,20250831100010638,7,GREEN,2025-08-31 10:37:59.882872+00
12708,20250831100010639,7,GREEN,2025-08-31 10:38:59.905117+00
12709,20250831100010640,8,RED,2025-08-31 10:39:59.881492+00
12710,20250831100010641,3,GREEN,2025-08-31 10:40:59.900589+00
12711,20250831100010642,9,GREEN,2025-08-31 10:41:59.892691+00
12712,20250831100010643,6,RED,2025-08-31 10:42:59.902816+00
12713,20250831100010644,7,GREEN,2025-08-31 10:43:59.895585+00
12714,20250831100010645,2,RED,2025-08-31 10:44:59.891503+00
12715,20250831100010646,6,RED,2025-08-31 10:45:59.893299+00
12716,20250831100010647,8,RED,2025-08-31 10:46:59.884664+00
12717,20250831100010648,5,VIOLET,2025-08-31 10:47:59.885866+00
12718,20250831100010649,2,RED,2025-08-31 10:48:59.884403+00
12719,20250831100010650,7,GREEN,2025-08-31 10:49:59.885957+00
12720,20250831100010651,5,VIOLET,2025-08-31 10:50:59.883772+00
12721,20250831100010652,8,RED,2025-08-31 10:51:59.901493+00
12722,20250831100010653,3,GREEN,2025-08-31 10:52:59.903469+00
12723,20250831100010654,9,GREEN,2025-08-31 10:53:59.89958+00
12724,20250831100010655,1,GREEN,2025-08-31 10:54:59.885324+00
12725,20250831100010656,9,GREEN,2025-08-31 10:55:59.890924+00
12726,20250831100010657,9,GREEN,2025-08-31 10:56:59.903075+00
12727,20250831100010658,9,GREEN,2025-08-31 10:57:59.892834+00
12728,20250831100010659,5,VIOLET,2025-08-31 10:58:59.918743+00
12729,20250831100010660,0,VIOLET,2025-08-31 10:59:59.888677+00
12730,20250831100010661,7,GREEN,2025-08-31 11:00:59.89777+00
12731,20250831100010662,7,GREEN,2025-08-31 11:01:59.890753+00
12732,20250831100010663,9,GREEN,2025-08-31 11:03:00.04474+00
12733,20250831100010664,7,GREEN,2025-08-31 11:03:59.883113+00
12734,20250831100010665,2,RED,2025-08-31 11:04:59.91447+00
12735,20250831100010666,2,RED,2025-08-31 11:05:59.888172+00
12736,20250831100010667,5,VIOLET,2025-08-31 11:06:59.880658+00
12737,20250831100010668,6,RED,2025-08-31 11:07:59.884844+00
12738,20250831100010669,6,RED,2025-08-31 11:08:59.883804+00
12739,20250831100010670,6,RED,2025-08-31 11:09:59.905042+00
12740,20250831100010671,4,RED,2025-08-31 11:10:59.885248+00
12741,20250831100010672,6,RED,2025-08-31 11:11:59.896588+00
12742,20250831100010673,7,GREEN,2025-08-31 11:12:59.895235+00
12743,20250831100010674,1,GREEN,2025-08-31 11:13:59.894515+00
12744,20250831100010675,5,VIOLET,2025-08-31 11:14:59.903307+00
12745,20250831100010676,0,VIOLET,2025-08-31 11:15:59.881007+00
12746,20250831100010677,2,RED,2025-08-31 11:16:59.88279+00
12747,20250831100010678,0,VIOLET,2025-08-31 11:17:59.89566+00
12748,20250831100010679,4,RED,2025-08-31 11:18:59.904348+00
12749,20250831100010680,9,GREEN,2025-08-31 11:19:59.880277+00
12750,20250831100010681,4,RED,2025-08-31 11:20:59.910494+00
12751,20250831100010682,8,RED,2025-08-31 11:21:59.885722+00
12752,20250831100010683,8,RED,2025-08-31 11:22:59.900225+00
12753,20250831100010684,3,GREEN,2025-08-31 11:23:59.906126+00
12754,20250831100010685,5,VIOLET,2025-08-31 11:24:59.898473+00
12755,20250831100010686,9,GREEN,2025-08-31 11:25:59.889809+00
12756,20250831100010687,8,RED,2025-08-31 11:26:59.88417+00
12757,20250831100010688,6,RED,2025-08-31 11:27:59.88351+00
12758,20250831100010689,7,GREEN,2025-08-31 11:28:59.89612+00
12759,20250831100010690,6,RED,2025-08-31 11:29:59.886155+00
12760,20250831100010691,7,GREEN,2025-08-31 11:30:59.890702+00
12761,20250831100010692,1,GREEN,2025-08-31 11:31:59.886662+00
12762,20250831100010693,3,GREEN,2025-08-31 11:32:59.887362+00
12763,20250831100010694,6,RED,2025-08-31 11:33:59.884736+00
12764,20250831100010695,2,RED,2025-08-31 11:34:59.884894+00
12765,20250831100010696,6,RED,2025-08-31 11:35:59.887907+00
12766,20250831100010697,5,VIOLET,2025-08-31 11:36:59.906683+00
12767,20250831100010698,6,RED,2025-08-31 11:37:59.901939+00
12768,20250831100010699,2,RED,2025-08-31 11:38:59.902509+00
12769,20250831100010700,9,GREEN,2025-08-31 11:39:59.884757+00
12770,20250831100010701,1,GREEN,2025-08-31 11:40:59.895075+00
12771,20250831100010702,6,RED,2025-08-31 11:41:59.907952+00
12772,20250831100010703,1,GREEN,2025-08-31 11:42:59.915195+00
12773,20250831100010704,6,RED,2025-08-31 11:43:59.894256+00
12774,20250831100010705,3,GREEN,2025-08-31 11:44:59.893802+00
12775,20250831100010706,6,RED,2025-08-31 11:45:59.898031+00
12776,20250831100010707,2,RED,2025-08-31 11:46:59.893201+00
12777,20250831100010708,8,RED,2025-08-31 11:47:59.892657+00
12778,20250831100010709,5,VIOLET,2025-08-31 11:48:59.885178+00
12779,20250831100010710,1,GREEN,2025-08-31 11:49:59.885965+00
12780,20250831100010711,6,RED,2025-08-31 11:50:59.88868+00
12781,20250831100010712,7,GREEN,2025-08-31 11:51:59.908213+00
12782,20250831100010713,0,VIOLET,2025-08-31 11:52:59.888905+00
12783,20250831100010714,0,VIOLET,2025-08-31 11:53:59.89042+00
12784,20250831100010715,5,VIOLET,2025-08-31 11:54:59.892176+00
12785,20250831100010716,9,GREEN,2025-08-31 11:55:59.927916+00
12786,20250831100010717,6,RED,2025-08-31 11:56:59.895655+00
12787,20250831100010718,0,VIOLET,2025-08-31 11:57:59.901432+00
12788,20250831100010719,9,GREEN,2025-08-31 11:58:59.878114+00
12789,20250831100010720,6,RED,2025-08-31 11:59:59.890478+00
12790,20250831100010721,4,RED,2025-08-31 12:00:59.928239+00
12791,20250831100010722,7,GREEN,2025-08-31 12:01:59.92909+00
12792,20250831100010723,0,VIOLET,2025-08-31 12:02:59.907709+00
12793,20250831100010724,0,VIOLET,2025-08-31 12:03:59.924851+00
12794,20250831100010725,0,VIOLET,2025-08-31 12:04:59.921614+00
12795,20250831100010726,5,VIOLET,2025-08-31 12:05:59.89257+00
12796,20250831100010727,2,RED,2025-08-31 12:06:59.885411+00
12797,20250831100010728,2,RED,2025-08-31 12:07:59.902285+00
12798,20250831100010729,5,VIOLET,2025-08-31 12:08:59.890281+00
12799,20250831100010730,0,VIOLET,2025-08-31 12:09:59.898309+00
12800,20250831100010731,1,GREEN,2025-08-31 12:10:59.89742+00
12801,20250831100010732,5,VIOLET,2025-08-31 12:11:59.886814+00
12802,20250831100010733,0,VIOLET,2025-08-31 12:12:59.885062+00
12803,20250831100010734,5,VIOLET,2025-08-31 12:13:59.919691+00
12804,20250831100010735,5,VIOLET,2025-08-31 12:14:59.887658+00
12805,20250831100010736,3,GREEN,2025-08-31 12:15:59.901648+00
12806,20250831100010737,7,GREEN,2025-08-31 12:16:59.924584+00
12807,20250831100010738,8,RED,2025-08-31 12:17:59.881966+00
12808,20250831100010739,7,GREEN,2025-08-31 12:18:59.918609+00
12809,20250831100010740,4,RED,2025-08-31 12:19:59.887518+00
12810,20250831100010741,6,RED,2025-08-31 12:20:59.899872+00
12811,20250831100010742,7,GREEN,2025-08-31 12:21:59.888482+00
12812,20250831100010743,1,GREEN,2025-08-31 12:22:59.890173+00
12813,20250831100010744,8,RED,2025-08-31 12:23:59.893589+00
12814,20250831100010745,3,GREEN,2025-08-31 12:24:59.894107+00
12815,20250831100010746,4,RED,2025-08-31 12:25:59.891296+00
12816,20250831100010747,2,RED,2025-08-31 12:26:59.885082+00
12817,20250831100010748,3,GREEN,2025-08-31 12:27:59.90992+00
12818,20250831100010749,7,GREEN,2025-08-31 12:28:59.910016+00
12819,20250831100010750,0,VIOLET,2025-08-31 12:29:59.917248+00
12820,20250831100010751,8,RED,2025-08-31 12:30:59.887055+00
12821,20250831100010752,4,RED,2025-08-31 12:31:59.891684+00
12822,20250831100010753,5,VIOLET,2025-08-31 12:32:59.895529+00
12823,20250831100010754,8,RED,2025-08-31 12:33:59.888173+00
12824,20250831100010755,5,VIOLET,2025-08-31 12:34:59.885275+00
12825,20250831100010756,6,RED,2025-08-31 12:35:59.894255+00
12826,20250831100010757,0,VIOLET,2025-08-31 12:36:59.899947+00
12827,20250831100010758,3,GREEN,2025-08-31 12:37:59.917944+00
12828,20250831100010759,1,GREEN,2025-08-31 12:38:59.88611+00
12829,20250831100010760,0,VIOLET,2025-08-31 12:39:59.88631+00
12830,20250831100010761,4,RED,2025-08-31 12:40:59.899351+00
12831,20250831100010762,3,GREEN,2025-08-31 12:41:59.883284+00
12832,20250831100010763,4,RED,2025-08-31 12:42:59.898564+00
12833,20250831100010764,8,RED,2025-08-31 12:43:59.884488+00
12834,20250831100010765,3,GREEN,2025-08-31 12:44:59.887969+00
12835,20250831100010766,3,GREEN,2025-08-31 12:45:59.882509+00
12836,20250831100010767,9,GREEN,2025-08-31 12:46:59.918363+00
12837,20250831100010768,7,GREEN,2025-08-31 12:47:59.886407+00
12838,20250831100010769,1,GREEN,2025-08-31 12:48:59.888699+00
12839,20250831100010770,0,VIOLET,2025-08-31 12:49:59.888131+00
12840,20250831100010771,2,RED,2025-08-31 12:50:59.919652+00
12841,20250831100010772,2,RED,2025-08-31 12:51:59.885881+00
12842,20250831100010773,3,GREEN,2025-08-31 12:52:59.935699+00
12843,20250831100010774,8,RED,2025-08-31 12:53:59.89907+00
12844,20250831100010775,0,VIOLET,2025-08-31 12:54:59.879498+00
12845,20250831100010776,9,GREEN,2025-08-31 12:55:59.884389+00
12846,20250831100010777,0,VIOLET,2025-08-31 12:56:59.90452+00
12847,20250831100010778,3,GREEN,2025-08-31 12:57:59.907132+00
12848,20250831100010779,2,RED,2025-08-31 12:58:59.885635+00
12849,20250831100010780,2,RED,2025-08-31 12:59:59.888215+00
12850,20250831100010781,9,GREEN,2025-08-31 13:00:59.902902+00
12851,20250831100010782,2,RED,2025-08-31 13:01:59.91661+00
12852,20250831100010783,9,GREEN,2025-08-31 13:02:59.892645+00
12853,20250831100010784,8,RED,2025-08-31 13:03:59.907372+00
12854,20250831100010785,4,RED,2025-08-31 13:04:59.890067+00
12855,20250831100010786,4,RED,2025-08-31 13:05:59.893926+00
12856,20250831100010787,4,RED,2025-08-31 13:06:59.887255+00
12857,20250831100010788,3,GREEN,2025-08-31 13:07:59.899175+00
12858,20250831100010789,3,GREEN,2025-08-31 13:08:59.904947+00
12859,20250831100010790,9,GREEN,2025-08-31 13:09:59.924872+00
12860,20250831100010791,5,VIOLET,2025-08-31 13:10:59.889472+00
12861,20250831100010792,8,RED,2025-08-31 13:11:59.906084+00
12862,20250831100010793,0,VIOLET,2025-08-31 13:12:59.884796+00
12863,20250831100010794,0,VIOLET,2025-08-31 13:13:59.891714+00
12864,20250831100010795,7,GREEN,2025-08-31 13:14:59.892706+00
12865,20250831100010796,1,GREEN,2025-08-31 13:15:59.880395+00
12866,20250831100010797,8,RED,2025-08-31 13:16:59.895169+00
12867,20250831100010798,5,VIOLET,2025-08-31 13:17:59.885867+00
12868,20250831100010799,2,RED,2025-08-31 13:18:59.88327+00
12869,20250831100010800,3,GREEN,2025-08-31 13:19:59.893816+00
12870,20250831100010801,2,RED,2025-08-31 13:20:59.900748+00
12871,20250831100010802,9,GREEN,2025-08-31 13:21:59.888591+00
12872,20250831100010803,0,VIOLET,2025-08-31 13:22:59.892948+00
12873,20250831100010804,1,GREEN,2025-08-31 13:23:59.900599+00
12874,20250831100010805,0,VIOLET,2025-08-31 13:24:59.886341+00
12875,20250831100010806,8,RED,2025-08-31 13:25:59.918667+00
12876,20250831100010807,9,GREEN,2025-08-31 13:26:59.887995+00
12877,20250831100010808,8,RED,2025-08-31 13:27:59.898046+00
12878,20250831100010809,0,VIOLET,2025-08-31 13:28:59.898885+00
12879,20250831100010810,7,GREEN,2025-08-31 13:29:59.894502+00
12880,20250831100010811,3,GREEN,2025-08-31 13:30:59.895773+00
12881,20250831100010812,1,GREEN,2025-08-31 13:31:59.900208+00
12882,20250831100010813,2,RED,2025-08-31 13:32:59.887012+00
12883,20250831100010814,8,RED,2025-08-31 13:33:59.894166+00
12884,20250831100010815,1,GREEN,2025-08-31 13:34:59.883297+00
12885,20250831100010816,4,RED,2025-08-31 13:35:59.882923+00
12886,20250831100010817,7,GREEN,2025-08-31 13:36:59.890045+00
12887,20250831100010818,6,RED,2025-08-31 13:37:59.927335+00
12888,20250831100010819,0,VIOLET,2025-08-31 13:38:59.885808+00
12889,20250831100010820,2,RED,2025-08-31 13:39:59.888601+00
12890,20250831100010821,5,VIOLET,2025-08-31 13:40:59.89368+00
12891,20250831100010822,2,RED,2025-08-31 13:41:59.888369+00
12892,20250831100010823,1,GREEN,2025-08-31 13:42:59.898939+00
12893,20250831100010824,5,VIOLET,2025-08-31 13:43:59.922399+00
12894,20250831100010825,5,VIOLET,2025-08-31 13:44:59.886796+00
12895,20250831100010826,5,VIOLET,2025-08-31 13:45:59.894544+00
12896,20250831100010827,2,RED,2025-08-31 13:46:59.913347+00
12897,20250831100010828,3,GREEN,2025-08-31 13:47:59.905976+00
12898,20250831100010829,8,RED,2025-08-31 13:48:59.894651+00
12899,20250831100010830,3,GREEN,2025-08-31 13:49:59.895535+00
12900,20250831100010831,6,RED,2025-08-31 13:50:59.895692+00
